date, pm25, pm10, o3, no2, so2, co
2018/7/25, 29, 92, , , , 
2018/7/26, 35, 112, , , , 
2018/7/27, 27, 74, , , , 
2018/7/28, 38, 100, , , , 
2018/7/29, 34, 106, , , , 
2018/7/31, 18, 62, , , , 
2018/8/1, 21, 56, , , , 
2018/8/2, 17, 54, , , , 
2018/8/3, 14, 45, , , , 
2018/8/4, 18, 51, , , , 
2018/8/5, 18, 72, , , , 
2018/8/6, 14, 35, , , , 
2018/8/7, 13, 52, , , , 
2018/8/8, 15, 54, , , , 
2018/8/9, 15, 67, , , , 1
2018/8/10, 20, 57, , , , 
2018/8/11, 22, 70, , , , 1
2018/8/12, 19, 43, , , , 
2018/8/13, 19, 45, , , , 
2018/8/14, 27, 64, , , , 1
2018/8/15, 26, 76, , , , 1
2018/8/16, 22, 61, , , , 1
2018/8/17, 22, 52, , , , 1
2018/8/18, 24, 104, , , , 1
2018/8/19, 18, 54, , , , 1
2018/8/20, 15, 37, , , , 1
2018/8/21, 14, 53, , , , 1
2018/8/22, 16, 71, , , , 1
2018/8/23, 16, 57, , , , 1
2018/8/24, 14, 52, , , , 1
2018/8/25, 11, 30, , , , 1
2018/9/6, 18, 58, , , , 1
2018/9/7, 15, 35, , , , 1
2018/9/8, 19, 45, , , , 1
2018/9/9, 16, 38, , , , 1
2018/9/10, 9, 13, , , , 1
2018/9/11, 9, 13, , , , 1
2018/9/12, 8, 19, , , , 1
2018/9/13, 12, 29, , , , 1
2018/9/14, 9, 31, , , , 1
2018/9/15, 12, 22, , , , 1
2018/9/16, 14, 32, , , , 1
2018/9/17, 21, 37, , , , 1
2018/9/18, 18, 64, , , , 1
2018/9/19, 18, 60, , , , 1
2018/9/20, 15, 42, , , , 1
2018/9/21, 20, 42, , , , 1
2018/9/22, 23, 48, , , , 1
2018/9/23, 11, 22, , , , 1
2018/9/24, 13, 26, , , , 1
2018/9/25, 21, 49, , , , 1
2018/9/26, 27, 68, , , , 1
2018/9/27, 22, 46, , , , 1
2018/9/28, 10, 28, , , , 1
2018/9/29, 20, 48, , , , 1
2018/9/30, 19, 35, , , , 1
2018/10/1, 14, 22, , , , 1
2018/4/2, 47, 55, , , , 1
2018/4/3, 26, 68, , , , 1
2018/4/4, 42, 67, , , , 
2018/4/5, 33, 57, , , , 
2018/4/6, 16, 82, , , , 1
2018/4/7, 24, 81, , , , 
2018/4/8, 39, 29, , , , 
2018/4/10, 16, 22, , , , 
2018/4/11, 15, 51, , , , 
2018/4/12, 26, 73, , , , 
2018/4/13, 30, 99, , , , 
2018/4/14, 83, 142, , , , 
2018/4/15, 37, 51, , , , 
2018/4/16, 21, 70, , , , 
2018/4/17, 44, 68, , , , 
2018/4/18, 35, 61, , , , 
2018/4/19, 44, 54, , , , 
2018/4/20, 23, 70, , , , 
2018/4/21, 40, 64, , , , 
2018/4/22, 35, 59, , , , 
2018/4/23, 30, 47, , , , 
2018/4/24, 19, 51, , , , 
2018/4/25, 25, 61, , , , 
2018/4/26, 37, 50, , , , 
2018/4/27, 26, 55, , , , 
2018/4/28, 32, 40, , , , 
2018/4/29, 20, 33, , , , 
2018/4/30, 12, 45, , , , 
2018/5/1, 28, 55, , , , 
2018/5/2, 16, 78, , , , 
2018/5/3, 33, 81, , , , 
2018/5/4, 30, 54, , , , 
2018/5/5, 13, 25, , , , 
2018/5/6, 16, 55, , , , 
2018/5/7, 18, 75, , , , 
2018/5/8, 45, 82, , , , 
2018/5/9, 48, 69, , , , 
2018/5/10, 28, 80, , , , 
2018/5/11, 30, 63, , , , 
2018/5/12, 26, 59, , , , 
2018/5/13, 21, 52, , , , 
