FECHA,PARAM,NE,CE,NO2,SE3,SO2,N2,N,SE2,SUR,NE2,NO,SE,SO
2017-09-19,PM25,, 10,,,,,,,, 20,,,
2017-09-19,SO2,,,,,,,,,,,,,
2017-09-19,NO2,,,,,,,,,,,,,
2017-09-20,O3,,,,,,,,,,,,,
2017-09-20,CO,,,,,,, 1,,,,,,
2017-09-20,PM10, 42, 49, 66,,,,, 41,, 52, 50,,
2017-09-20,PM25,, 12,,,,,,,, 22,,,
2017-09-20,SO2,,,,,,,,,,,,,
2017-09-20,NO2,,,,,,,,,,,,,
2017-09-21,O3,,,,,,,,,,,,,
2017-09-21,CO,,,,,,, 1,,,,,,
2017-09-21,PM10, 42, 35, 69,,,, 45, 56,, 54, 60,,
2017-09-21,PM25,, 20,,,,,,,, 22,,,
2017-09-21,SO2,,,,,,,,,,,,,
2017-09-21,NO2,,,,,,,,,,,,,
2017-09-22,O3,,,,,,,,,,,,,
2017-09-22,CO,,,,,,, 1,,,,,,
2017-09-22,PM10, 35, 20, 82,,,, 47, 45,, 51, 46,,
2017-09-22,PM25,, 14,,,,,,,, 18,,,
2017-09-22,SO2,,,,,,,,,,,,,
2017-09-22,NO2,,,,,,,,,,,,,
2017-09-23,O3,,,,,,,,,,,,,
2017-09-23,CO,,,,,,,,,,,,,
2017-09-23,PM10, 27, 17, 32,,,, 36, 30,, 49, 33,,
2017-09-23,PM25,, 8,,,,,,,, 16,,,
2017-09-23,SO2,,,,,,,,,,,,,
2017-09-23,NO2,,,,,,,,,,,,,
2017-09-24,O3,,,,,,,,,,,,,
2017-09-24,CO,,,,,,,,,,,,,
2017-09-24,PM10, 28, 17, 69,,,,, 28,, 55, 33,,
2017-09-24,PM25,, 6,,,,,,,, 14,,,
2017-09-24,SO2,,,,,,,,,,,,,
2017-09-24,NO2,,,,,,,,,,,,,
2017-09-25,O3,,,,,,,,,,,,,
2017-09-25,CO,,,,,,,,,,,,,
2017-09-25,PM10, 19, 23, 37,,,,, 31,, 31, 33,,
2017-09-25,PM25,, 7,,,,,,,, 14,,,
2017-09-25,SO2,,,,,,,,,,,,,
2017-09-25,NO2,,,,,,,,,,,,,
2017-09-26,O3,,,,,,,,,,,,,
2017-09-26,CO,,,,,,,,,,,,,
2017-09-26,PM10, 125, 24, 38,,,,, 33,, 46, 35, 16,
2017-09-26,PM25,, 10,,,,,,,, 15,,,
2017-09-26,SO2,,,,,,,,,,,,,
2017-09-26,NO2,,,,,,,,,,,,,
2017-09-27,O3,,,,,,,,,,,,,
2017-09-27,CO,, 1,,,,,, 1,,,,,
2017-09-27,PM10, 31, 17, 41,, 28,,, 26,, 47, 36, 12, 33
2017-09-27,PM25,, 13,,,,,,,, 21,, 14, 8
2017-09-27,SO2,,,,,,,,,,,,,
2017-09-27,NO2,,,,,,,,,,,,,
2017-09-28,O3,,,,,,,,,,,,,
2017-09-28,CO,, 1,,,,,, 1,,,,,
2017-09-28,PM10, 17, 19, 25,, 18,,, 28,, 31, 23, 11, 18
2017-09-28,PM25,, 10,,,,,,,, 14,, 5, 9
2017-09-28,SO2,,,,,,,,,,,,,
2017-09-28,NO2,,,,,,,,,,,,,
2017-09-29,O3,,,,,,,,,,,,,
2017-09-29,CO, 1, 1,,,,,, 1,,,,,
2017-09-29,PM10, 20, 17, 13,, 21,,, 18,, 20, 14, 24, 22
2017-09-29,PM25,, 10,,,,,,,, 18,, 4, 236
2017-09-29,SO2,,,,,,,,,,,,,
2017-09-29,NO2,,,,,,,,,,,,,
2017-09-30,O3,,,,,,,,,,,,,
2017-09-30,CO, 1, 1,,,,,, 1,,,,,
2017-09-30,PM10, 28, 79, 26,, 24,,, 35,, 26, 22, 25, 24
2017-09-30,PM25,, 2,,,,,,,, 17,, 19,
2017-09-30,SO2,,,,,,,,,,,,,
2017-09-30,NO2,,,,,,,,,,,,,
2017-10-01,O3,,,,,,,,,,,,,
2017-10-01,CO, 1, 1,,,,,, 1,,,,,
2017-10-01,PM10, 34, 26, 28,, 38,,, 46,, 39, 36, 29, 34
2017-10-01,PM25,,,,,,,,,, 22,, 13,
2017-10-01,SO2,,,,,,,,,,,,,
2017-10-01,NO2,,,,,,,,,,,,,
2017-10-02,O3,,,,,,,,,,,,,
2017-10-02,CO, 1, 1,,,,,, 1,,,,,
2017-10-02,PM10, 51, 26, 44,, 36,,, 63,, 58, 57, 37, 32
2017-10-02,PM25,,,,,,,,,, 23,, 12,
2017-10-02,SO2,,,,,,,,,,,,,
2017-10-02,NO2,,,,,,,,,,,,,
2017-10-03,O3,,,,,,,,,,,,,
2017-10-03,CO, 1, 1,,,,,, 1,,,,,
2017-10-03,PM10, 54, 43, 62,, 51,,, 48,, 56, 68, 18, 52
2017-10-03,PM25,, 7,,,,,,,, 27,, 14,
2017-10-03,SO2,,,,,,,,,,,,,
2017-10-03,NO2,,,,,,,,,,,,,
2017-10-04,O3,,,,,,,,,,,,,
2017-10-04,CO,, 1,,,,,, 1,,,,,
2017-10-04,PM10, 34, 58, 43,, 40,, 75, 30,, 43, 38, 14, 33
2017-10-04,PM25,, 8,,,,,,,, 26,, 7,
2017-10-04,SO2,,,,,,,,,,,,,
2017-10-04,NO2,,,,,,,,,,,,,
2017-10-05,O3,,,,,,,,,,,,,
2017-10-05,CO, 1, 1,,,,, 1, 1,,,,,
2017-10-05,PM10, 21, 14, 22,, 22,, 19, 24,, 22, 22, 16, 20
2017-10-05,PM25,, 8,,,,,,,, 21,, 7,
2017-10-05,SO2,,,,,,,,,,,,,
2017-10-05,NO2,,,,,,,,,,,,,
2017-10-06,O3,,,,,,,,,,,,,
2017-10-06,CO, 1, 1,,,,,, 1,,,,,
2017-10-06,PM10, 20, 16, 27,, 29,, 17, 28,, 58, 18, 35, 24
2017-10-06,PM25,, 8,,,,,,,, 17,, 8,
2017-10-06,SO2,,,,,,,,,,,,,
2017-10-06,NO2,,,,,,,,,,,,,
2017-10-07,O3,,,,,,,,,,,,,
2017-10-07,CO, 1, 1,,,,,, 1,,,,,
2017-10-07,PM10, 40, 36, 41,, 48,, 37, 42,, 92, 42, 56, 54
2017-10-07,PM25,, 16,,,,,,,, 14,, 17,
2017-10-07,SO2,,,,,,,,,,,,,
2017-10-07,NO2,,,,,,,,,,,,,
2017-10-08,O3,,,,,,,,,,,,,
2017-10-08,CO, 1, 1,,,,,, 1,,,,,
2017-10-08,PM10, 103, 54, 83,, 71,, 64, 85,, 64, 103, 39, 81
2017-10-08,PM25,, 21,,,,,,,,,, 17,
2017-10-08,SO2,,,,,,,,,,,,,
2017-10-08,NO2,,,,,,,,,,,,,
2017-10-09,O3,,,,,,,,,,,,,
2017-10-09,CO, 1, 1,,,,,, 1,,,, 1,
2017-10-09,PM10, 64, 25, 68,, 38,, 45, 85,, 87, 85, 59, 54
2017-10-09,PM25,, 10,,,,,,,,,, 14,
2017-10-09,SO2,,,,,,,,,,,,,
2017-10-09,NO2,,,,,,,,,,,,,
2017-10-10,O3,,,,,,,,,,,,,
2017-10-10,CO, 1, 1,,,,,, 1,,,,,
2017-10-10,PM10, 82, 55, 87,, 57,, 102, 69,, 44, 105, 34, 101
2017-10-10,PM25,, 20,,,,,,,,,, 18,
2017-10-10,SO2,,,,,,,,,,,,,
2017-10-10,NO2,,,,,,,,,,,,,
2017-10-11,O3,,,,,,,,,,,,,
2017-10-11,CO, 1, 1,,, 1,,, 1,,,,,
2017-10-11,PM10, 41, 36, 43,, 64,, 30, 40,, 24, 45, 26, 47
2017-10-11,PM25,, 14,,,,,,,, 33,, 9,
2017-10-11,SO2,,,,,,,,,,,,,
2017-10-11,NO2,,,,,,,,,,,,,
2017-10-12,O3,,,,,,,,,,,,,
2017-10-12,CO, 1, 1,,, 1,,, 1,,,,,
2017-10-12,PM10, 24, 90, 39,, 47,, 24, 30,, 65, 36, 47, 54
2017-10-12,PM25,, 5,,,,,,,,,, 9,
2017-10-12,SO2,,,,,,,,,,,,,
2017-10-12,NO2,,,,,,,,,,,,,
2017-10-13,O3,,,,,,,,,,,,,
2017-10-13,CO, 1,,,,,,, 1,,,,,
2017-10-13,PM10, 65, 92, 57,, 67,, 58, 69,, 73, 72, 33, 76
2017-10-13,PM25,, 24,,,,,,,,,, 16,
2017-10-13,SO2,,,,,,,,,,,,,
2017-10-13,NO2,,,,,,,,,,,,,
2017-10-14,O3,,,,,,,,,,,,,
2017-10-14,CO, 1,,,,,,, 1,,,,,
2017-10-14,PM10, 55, 34, 48,, 49,, 67, 53,, 66, 61, 19, 44
2017-10-14,PM25,, 13,,,,,,,, 55,, 12,
2017-10-14,SO2,,,,,,,,,,,,,
2017-10-14,NO2,,,,,,,,,,,,,
2017-10-15,O3,,,,,,,,,,,,,
2017-10-15,CO, 1, 1,,,,,,,,,,,
2017-10-15,PM10, 38, 15, 36,, 30,, 30,,, 45, 50, 29, 27
2017-10-15,PM25,, 7,,,,,,,, 21,, 6,
2017-10-15,SO2,,,,,,,,,,,,,
2017-10-15,NO2,,,,,,,,,,,,,
2017-10-16,O3,,,,,,,,,,,,,
2017-10-16,CO, 1, 1,,,,,,,,,,,
2017-10-16,PM10, 49, 60, 48,, 24,, 36,,, 37, 76, 26, 43
2017-10-16,PM25,, 8,,,,,,,, 17,, 12,
2017-10-16,SO2,,,,,,,,,,,,,
2017-10-16,NO2,,,,,,,,,,,,,
2017-10-17,O3,,,,,,,,,,,,,
2017-10-17,CO, 1, 1,,,,,,,,,,,
2017-10-17,PM10, 30, 28, 47,, 36,, 23,,, 84, 39, 38, 35
2017-10-17,PM25,, 6,,,,,,,, 11,, 7,
2017-10-17,SO2,,,,,,,,,,,,,
2017-10-17,NO2,,,,,,,,,,,,,
2017-10-18,O3,,,,,,,,,,,,,
2017-10-18,CO, 1, 1,,,,,,,,,,,
2017-10-18,PM10, 61, 48, 91,, 60,, 20,,, 88, 99, 31, 83
2017-10-18,PM25,, 14,,,,,,,, 18,, 12,
2017-10-18,SO2,,,,,,,,,,,,,
2017-10-18,NO2,,,,,,,,,,,,,
2017-10-19,O3,,,,,,,,,,,,,
2017-10-19,CO, 1, 1,,,,,, 5,,, 1,, 1
2017-10-19,PM10, 96, 42, 86,, 45,,, 82,, 66, 120, 49, 98
2017-10-19,PM25,, 12,,,,,,,, 21,, 10,
2017-10-19,SO2,,,,,,,,,,,,,
2017-10-19,NO2,,,,,,,,,,,,,
2017-10-20,O3,,,,,,,,,,,,,
2017-10-20,CO, 1, 1,,, 1,,, 1,,,, 1,
2017-10-20,PM10, 61, 46, 65,, 60,,, 63,, 76, 69, 58, 71
2017-10-20,PM25,, 13,,,,,,,, 23,, 13, 5
2017-10-20,SO2,,,,,,,,,,,,,
2017-10-20,NO2,,,,,,,,,,,,,
2017-10-21,O3,,,,,,,,,,,,,
2017-10-21,CO, 1, 1,,, 1,,, 2,,,, 1, 1
2017-10-21,PM10, 64, 53, 83,, 85,,, 96,, 67, 83, 62, 107
2017-10-21,PM25,, 21,,,,,,,, 29,, 21, 16
2017-10-21,SO2,,,,,,,,,,,,,
2017-10-21,NO2,,,,,,,,,,,,,
2017-10-22,O3,,,,,,,,,,,,,
2017-10-22,CO, 1, 1,,,,,, 1,,,, 1,
2017-10-22,PM10, 71, 64, 80,, 75,,, 75,, 48, 88, 61, 114
2017-10-22,PM25,, 27,,,,,,,, 28,, 24, 19
2017-10-22,SO2,,,,,,,,,,,,,
2017-10-22,NO2,,,,,,,,,,,,,
2017-10-23,O3,,,,,,,,,,,,,
2017-10-23,CO, 1, 1,,,,,, 1,,,,,
2017-10-23,PM10, 52, 54, 74,, 55,,, 67,, 60, 105, 28, 85
2017-10-23,PM25,, 21,,,,,,,, 22,, 22,
2017-10-23,SO2,,,,,,,,,,,,,
2017-10-23,NO2,,,,,,,,,,,,,
2017-10-24,O3,,,,,,,,,,,,,
2017-10-24,CO, 1, 1,,,,,, 1,,,,,
2017-10-24,PM10, 35, 29, 67,, 46,,, 54,, 45, 61, 29, 53
2017-10-24,PM25,, 10,,,,,,,, 20,, 11,
2017-10-24,SO2,,,,,,,,,,,,,
2017-10-24,NO2,,,,,,,,,,,,,
2017-10-25,O3,,,,,,,,,,,,,
2017-10-25,CO, 1, 1,,,,,,,,,,,
2017-10-25,PM10, 39, 33, 54,, 38,,, 58,, 95, 56, 37, 44
2017-10-25,PM25,, 11,,,,,,,, 14,, 11,
2017-10-25,SO2,,,,,,,,,,,,,
2017-10-25,NO2,,,,,,,,,,,,,
2017-10-26,O3,,,,,,,,,,,,,
2017-10-26,CO, 1, 1,,, 1,, 1, 1,,,, 1,
2017-10-26,PM10, 81, 43, 85,, 54,,, 112,, 132, 102, 49, 79
2017-10-26,PM25, 1, 9, 1,,,,, 3,, 20,, 11,
2017-10-26,SO2,,,,,,,,,,,,,
2017-10-26,NO2,,,,,,,,,,,,,
2017-10-27,O3,,,,,,,,,,,,,
2017-10-27,CO, 1, 1, 1,,,,, 1,,, 1,, 1
2017-10-27,PM10, 120, 64, 109,, 64,, 89, 132,, 145, 137, 88, 132
2017-10-27,PM25,, 18,,,,,,,, 31,, 12,
2017-10-27,SO2,,,,,,,,,,,,,
2017-10-27,NO2,,,,,,,,,,,,,
2017-10-28,O3,,,,,,,,,,,,,
2017-10-28,CO, 1, 1,,,,,, 1,,,,, 1
2017-10-28,PM10, 139, 127, 115,, 106,, 102, 163,, 39, 140, 43, 148
2017-10-28,PM25,, 12,,,,,,,, 20,, 10,
2017-10-28,SO2,,,,,,,,,,,,,
2017-10-28,NO2,,,,,,,,,,,,,
2017-10-29,O3,,,,,,,,,,,,,
2017-10-29,CO, 1, 1,,,,,, 1,,,,,
2017-10-29,PM10, 42, 47, 51,, 57,, 34, 55,, 52, 52, 41, 60
2017-10-29,PM25,, 7,,,,,,,, 11,, 7,
2017-10-29,SO2,,,,,,,,,,,,,
2017-10-29,NO2,,,,,,,,,,,,,
2017-10-30,O3,,,,,,,,,,,,,
2017-10-30,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-10-30,PM10, 50, 36, 69,,,, 58, 57,, 99, 75, 58, 74
2017-10-30,PM25,, 11,,,,,,,, 23,, 9,
2017-10-30,SO2,,,,,,,,,,,,,
2017-10-30,NO2,,,,,,,,,,,,,
2017-10-31,O3,,,,,,,,,,,,,
2017-10-31,CO, 1, 1,,, 1,,, 1,,, 1, 1, 1
2017-10-31,PM10, 120, 69, 99,, 58,, 80, 152,, 75, 125, 59, 108
2017-10-31,PM25,, 20,,,,,,,, 28,, 13, 27
2017-10-31,SO2,,,,,,,,,,,,,
2017-10-31,NO2,,,,,,,,,,,,,
2017-11-01,O3,,,,,,,,,,,,,
2017-11-01,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-01,PM10, 79, 68, 88,, 66,, 74, 78,,, 105, 79, 122
2017-11-01,PM25,, 18,,,,,,,, 21,, 15, 18
2017-11-01,SO2,,,,,,,,,,,,,
2017-11-01,NO2,,,,,,,,,,,,,
2017-11-02,O3,,,,,,,,,,,,,
2017-11-02,CO, 1,, 1,, 1,,,,,, 1, 1, 1
2017-11-02,PM10, 121,, 115,,,, 71,,, 125, 147, 84, 96
2017-11-02,PM25,,,,,,,,,,,, 27, 19
2017-11-02,SO2,,,,,,,,,,,,,
2017-11-02,NO2,,,,,,,,,,,,,
2017-11-03,O3,,,,,,,,,,,,,
2017-11-03,CO, 1,,,, 1,,, 2,,, 1, 1, 1
2017-11-03,PM10, 134,, 104,,,, 91, 176,, 81, 147, 88, 119
2017-11-03,PM25,,,,,,,,,, 41,, 25, 19
2017-11-03,SO2,,,,,,,,,,,,,
2017-11-03,NO2,,,,,,,,,,,,,
2017-11-04,O3,,,,,,,,,,,,,
2017-11-04,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-04,PM10, 91, 86, 98,,,, 74, 144,, 78, 120, 93, 129
2017-11-04,PM25,, 35,,,,,,,, 37,, 34, 26
2017-11-04,SO2,,,,,,,,,,,,,
2017-11-04,NO2,,,,,,,,,,,,,
2017-11-05,O3,,,,,,,,,,,,,
2017-11-05,CO, 1, 1, 1,, 1,,, 4,,, 1, 1,
2017-11-05,PM10, 104, 77, 118,,,, 85, 169,, 63, 128, 85, 137
2017-11-05,PM25,, 37,,,,,,,, 49,, 44, 34
2017-11-05,SO2,,,,,,,,,,,,,
2017-11-05,NO2,,,,,,,,,,,,,
2017-11-06,O3,,,,,,,,,,,,,
2017-11-06,CO, 1, 1, 1,, 1,, 1, 1,,,, 1,
2017-11-06,PM10, 77, 65, 121,,,, 64, 146,, 72, 125, 71, 110
2017-11-06,PM25,, 32,,,,,,,, 34,, 36, 26
2017-11-06,SO2,,,,,,,,,,,,,
2017-11-06,NO2,,,,,,,,,,,,,
2017-11-07,O3,,,,,,,,,,,,,
2017-11-07,CO, 1, 1, 1,, 1,,, 1,,,, 1, 1
2017-11-07,PM10, 80, 66, 105,, 452,, 98, 110,, 74, 112, 80, 99
2017-11-07,PM25,, 25,,,,,,,, 31,, 17, 27
2017-11-07,SO2,,,,,,,,,,,,,
2017-11-07,NO2,,,,,,,,,,,,,
2017-11-08,O3,,,,,,,,,,,,,
2017-11-08,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-08,PM10, 88, 75, 104,, 74,,, 146,, 58, 111, 55, 117
2017-11-08,PM25,, 26,,,,,,,, 29,, 25, 23
2017-11-08,SO2,,,,,,,,,,,,,
2017-11-08,NO2,,,,,,,,,,,,,
2017-11-09,O3,,,,,,,,,,,,,
2017-11-09,CO, 1, 1,,, 1,,, 1,,,, 1,
2017-11-09,PM10, 54, 58, 57,, 47,,, 68,, 24, 64, 40, 69
2017-11-09,PM25,, 16,,,,,,,, 14,, 19, 15
2017-11-09,SO2,,,,,,,,,,,,,
2017-11-09,NO2,,,,,,,,,,,,,
2017-11-10,O3,,,,,,,,,,,,,
2017-11-10,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-10,PM10, 25, 41, 30,, 52,,, 43,, 21, 45, 31, 56
2017-11-10,PM25, 1, 14, 1,,,,, 4,, 12, 1, 13, 11
2017-11-10,SO2,,,,,,,,,,,,,
2017-11-10,NO2,,,,,,,,,,,,,
2017-11-11,O3,,,,,,,,,,,,,
2017-11-11,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-11,PM10, 24, 28, 36,, 41,,, 25,, 41, 40, 32, 50
2017-11-11,PM25,, 13,,,,,,,, 14,, 11, 16
2017-11-11,SO2,,,,,,,,,,,,,
2017-11-11,NO2,,,,,,,,,,,,,
2017-11-12,O3,,,,,,,,,,,,,
2017-11-12,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-12,PM10, 43, 41, 56,, 54,,, 39,, 50, 63, 43, 64
2017-11-12,PM25,, 22,,,,,,,, 22,, 16, 15
2017-11-12,SO2,,,,,,,,,,,,,
2017-11-12,NO2,,,,,,,,,,,,,
2017-11-13,O3,,,,,,,,,,,,,
2017-11-13,CO, 1, 1,,, 1,,, 1,,,, 1,
2017-11-13,PM10, 55, 50, 76,, 61,,, 103,, 48, 72, 43, 73
2017-11-13,PM25,, 23,,,,,,,, 23,, 22, 16
2017-11-13,SO2,,,,,,,,,,,,,
2017-11-13,NO2,,,,,,,,,,,,,
2017-11-14,O3,,,,,,,,,,,,,
2017-11-14,CO, 1, 1,,, 1,,, 1,,,, 1,
2017-11-14,PM10, 45, 43, 64,, 47,,, 120,, 70, 62, 31, 61
2017-11-14,PM25,, 13, 1,,,,, 4,, 17,, 12, 16
2017-11-14,SO2,,,,,,,,,,,,,
2017-11-14,NO2,,,,,,,,,,,,,
2017-11-15,O3,,,,,,,,,,,,,
2017-11-15,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-15,PM10, 39, 31, 60,, 45,,, 128,, 94, 57, 62, 46
2017-11-15,PM25, 1, 11, 1,,,,, 4,, 22, 1, 9, 16
2017-11-15,SO2,,,,,,,,,,,,,
2017-11-15,NO2,,,,,,,,,,,,,
2017-11-16,O3,,,,,,,,,,,,,
2017-11-16,CO, 1, 1, 1,, 1,,, 1,,, 1, 1, 1
2017-11-16,PM10, 113, 74, 119,, 80,,, 219,, 73, 128, 68, 125
2017-11-16,PM25,, 26,,,,,,,, 28,, 17, 27
2017-11-16,SO2,,,,,,,,,,,,,
2017-11-16,NO2,,,,,,,,,,,,,
2017-11-17,O3,,,,,,,,,,,,,
2017-11-17,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-17,PM10, 74, 55, 81,, 64,, 55, 173,, 60, 87, 45, 78
2017-11-17,PM25,, 20,,,,,,,, 23,, 19, 23
2017-11-17,SO2,,,,,,,,,,,,,
2017-11-17,NO2,,,,,,,,,,,,,
2017-11-18,O3,,,,,,,,,,,,,
2017-11-18,CO, 1, 1, 1,, 1,,, 1,,,, 1, 1
2017-11-18,PM10, 79, 65, 79,, 33,, 51, 128,, 104, 140, 78, 110
2017-11-18,PM25,, 24,,,,,,,, 30,, 16, 22
2017-11-18,SO2,,,,,,,,,,,,,
2017-11-18,NO2,,,,,,,,,,,,,
2017-11-19,O3,,,,,,,,,,,,,
2017-11-19,CO, 1, 1,,,,,, 2,,,,, 1
2017-11-19,PM10, 113, 76, 140,, 73,, 81, 123,, 35, 122, 37, 140
2017-11-19,PM25,, 16,,,,,,,, 22,, 15, 22
2017-11-19,SO2,,,,,,,,,,,,,
2017-11-19,NO2,,,,,,,,,,,,,
2017-11-20,O3,,,,,,,,,,,,,
2017-11-20,CO, 1, 1,,, 1,,,,,,, 1, 1
2017-11-20,PM10, 35, 32, 43,, 41,, 24, 54,, 39, 44, 30, 40
2017-11-20,PM25,, 5,,,,,,,, 8,, 5, 13
2017-11-20,SO2,,,,,,,,,,,,,
2017-11-20,NO2,,,,,,,,,,,,,
2017-11-21,O3,,,,,,,,,,,,,
2017-11-21,CO, 1, 1,,, 1,, 1, 1,,,, 1, 1
2017-11-21,PM10, 41, 28, 55,, 34,, 27, 96,, 74, 52, 44, 39
2017-11-21,PM25,, 10, 1,,,,, 2,, 17,, 9, 19
2017-11-21,SO2,,,,,,,,,,,,,
2017-11-21,NO2,,,,,,,,,,,,,
2017-11-22,O3,,,,,,,,,,,,,
2017-11-22,CO, 1, 1,,, 1,,, 2,,,, 1, 2
2017-11-22,PM10, 95, 63, 90,, 49,, 78, 153,, 47, 96, 46, 96
2017-11-22,PM25,, 16,,,,,,,, 20,, 9, 35
2017-11-22,SO2,,,,,,,,,,,,,
2017-11-22,NO2,,,,,,,,,,,,,
2017-11-23,O3,,,,,,,,,,,,,
2017-11-23,CO, 1, 1,,, 1,, 1, 1,,,, 1, 1
2017-11-23,PM10, 68, 49, 70,, 56,, 38, 68,, 87, 69, 52, 57
2017-11-23,PM25,, 8, 1,,,,, 2,, 11,, 8, 10
2017-11-23,SO2,,,,,,,,,,,,,
2017-11-23,NO2,,,,,,,,,,,,,
2017-11-24,O3,,,,,,,,,,,,,
2017-11-24,CO, 1, 1, 1,, 1,, 1, 2,,,, 1, 1
2017-11-24,PM10, 93, 55, 101,, 55,, 68, 187,, 131, 112, 60, 109
2017-11-24,PM25,, 13,,,,,,,, 22,, 11, 16
2017-11-24,SO2,,,,,,,,,,,,,
2017-11-24,NO2,,,,,,,,,,,,,
2017-11-25,O3,,,,,,,,,,,,,
2017-11-25,CO, 2, 1, 1,, 1,, 1, 3,, 1, 1, 1, 2
2017-11-25,PM10, 117, 66, 134,, 56,, 80, 224,, 143, 148, 64, 143
2017-11-25,PM25,, 15,,,,,,,, 33,, 12, 20
2017-11-25,SO2,,,,,,,,,,,,,
2017-11-25,NO2,,,,,,,,,,,,,
2017-11-26,O3,,,,,,,,,,,,,
2017-11-26,CO, 2, 1,,, 1,,, 3,,, 1, 1, 2
2017-11-26,PM10, 144, 72, 85,, 58,, 53, 242,, 49, 114, 49, 123
2017-11-26,PM25,, 18, 1,,,,, 3,, 36,, 13, 17
2017-11-26,SO2,,,,,,,,,,,,,
2017-11-26,NO2,,,,,,,,,,,,,
2017-11-27,O3,,,,,,,,,,,,,
2017-11-27,CO, 1, 1,,, 1,,, 2,,,, 1, 1
2017-11-27,PM10, 51, 50, 73,, 47,, 41, 74,, 63, 71, 43, 58
2017-11-27,PM25,, 13, 1,,,,, 1,, 15,, 10, 10
2017-11-27,SO2,,,,,,,,,,,,,
2017-11-27,NO2,,,,,,,,,,,,,
2017-11-28,O3,,,,,,,,,,,,,
2017-11-28,CO, 1, 1,,, 1,,, 3,,,, 1, 1
2017-11-28,PM10, 58, 38, 76,, 45,, 51, 74,, 82, 85, 78, 68
2017-11-28,PM25,, 10,,,,,,,, 19,, 10, 18
2017-11-28,SO2,,,,,,,,,,,,,
2017-11-28,NO2,,,,,,,,,,,,,
2017-11-29,O3,,,,,,,,,,,,,
2017-11-29,CO, 1, 1,,, 1,,, 2,,,, 1, 2
2017-11-29,PM10, 84, 69, 115,, 77,, 53, 102,, 82, 106, 88, 155
2017-11-29,PM25,, 24,,,,,,,, 29,, 24, 25
2017-11-29,SO2,,,,,,,,,,,,,
2017-11-29,NO2,,,,,,,,,,,,,
2017-11-30,O3,,,,,,,,,,,,,
2017-11-30,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-11-30,PM10, 73, 72, 99,, 64,, 56, 115,, 93, 101, 54, 115
2017-11-30,PM25,, 21,,,,,,,, 22,, 14, 18
2017-11-30,SO2,,,,,,,,,,,,,
2017-11-30,NO2,,,,,,,,,,,,,
2017-12-01,O3,,,,,,,,,,,,,
2017-12-01,CO, 1, 1,,, 1,,, 2,,,, 1, 1
2017-12-01,PM10, 103, 53, 91,, 60,, 59, 103,, 64, 151, 37, 89
2017-12-01,PM25, 1, 15, 1,,,,, 3,, 26,, 15, 16
2017-12-01,SO2,,,,,,,,,,,,,
2017-12-01,NO2,,,,,,,,,,,,,
2017-12-02,O3,,,,,,,,,,,,,
2017-12-02,CO, 1, 1,,,,,, 1,,,,, 1
2017-12-02,PM10, 56, 42, 62,, 49,, 42, 78,,, 72,, 57
2017-12-02,PM25,, 12,,,,,,,, 18,, 11, 17
2017-12-02,SO2,,,,,,,,,,,,,
2017-12-02,NO2,,,,,,,,,,,,,
2017-12-03,O3,,,,,,,,,,,,,
2017-12-03,CO,,,,,,,,,,,,,
2017-12-03,PM10,,,,,,,,,,,,,
2017-12-03,PM25,,,,,,,,,,,,,
2017-12-03,SO2,,,,,,,,,,,,,
2017-12-03,NO2,,,,,,,,,,,,,
2017-12-04,O3,,,,,,,,,,,,,
2017-12-04,CO,,,,,,,,,,,,,
2017-12-04,PM10,,,,,,,,,,,,,
2017-12-04,PM25,,,,,,,,,,,,,
2017-12-04,SO2,,,,,,,,,,,,,
2017-12-04,NO2,,,,,,,,,,,,,
2017-12-05,O3,,,,,,,,,,,,,
2017-12-05,CO,,,,, 1,,,,,,, 1,
2017-12-05,PM10,,,,,,,,,, 135,, 69,
2017-12-05,PM25,,,,,,,,,,,,,
2017-12-05,SO2,,,,,,,,,,,,,
2017-12-05,NO2,,,,,,,,,,,,,
2017-12-06,O3,,,,,,,,,,,,,
2017-12-06,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-12-06,PM10, 69, 72, 70,, 79,, 49, 93,, 38, 65, 41, 76
2017-12-06,PM25,, 4,,,,,,,,,,, 52
2017-12-06,SO2,,,,,,,,,,,,,
2017-12-06,NO2,,,,,,,,,,,,,
2017-12-07,O3,,,,,,,,,,,,,
2017-12-07,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-12-07,PM10, 35, 49, 53,, 56,, 35, 46,, 17, 57, 18, 60
2017-12-07,PM25,, 6,,,,,,,, 10,, 4, 20
2017-12-07,SO2,,,,,,,,,,,,,
2017-12-07,NO2,,,,,,,,,,,,,
2017-12-08,O3,,,,,,,,,,,,,
