date, pm25, pm10, o3, no2, so2, co
2019/11/23, 28, 52, , , , 
2019/11/24, 24, 63, , , , 
2019/11/25, 30, 93, , , , 1
2019/11/26, 24, 105, , , , 1
2019/11/27, 21, 116, , , , 
2019/11/28, 20, 91, , , , 
2019/11/29, 16, 198, , , , 1
2019/11/30, 67, 109, , , , 1
2019/12/1, 35, 43, , , , 
2019/12/2, 11, 33, , , , 
2019/12/3, 6, , , , , 
2019/12/11, 18, 39, , , , 
2019/12/12, 18, 109, , , , 1
2019/12/13, 53, 137, , , , 1
2019/12/14, 33, 105, , , , 1
2019/12/15, 27, 85, , , , 1
2019/12/16, 23, 106, , , , 
2019/12/17, 13, 43, , , , 
2019/12/18, 7, 28, , , , 
2019/12/19, 7, 67, , , , 1
2019/12/20, 18, 97, , , , 1
2019/12/21, 29, 81, , , , 1
2019/12/22, 36, 65, , , , 1
2019/12/23, 30, 95, , , , 1
2019/12/24, 25, 110, , , , 1
2019/12/25, 34, 85, , , , 1
2019/12/26, 55, 88, , , , 
2019/12/27, 42, 58, , , , 
2019/12/28, 32, 57, , , 11, 10
2019/12/29, 125, , , , , 
2019/7/2, 19, 49, , , , 1
2019/7/3, 18, 54, , , , 1
2019/7/4, 19, 61, , , , 1
2019/7/5, 22, 78, , , , 1
2019/7/6, 25, 52, , , , 1
2019/7/7, 17, 34, , , , 1
2019/7/8, 13, 59, , , , 1
2019/7/9, 16, 74, , , , 1
2019/7/10, 21, 68, , , , 1
2019/7/11, 23, 57, , , , 1
2019/7/12, 16, 45, , , , 1
2019/7/13, 12, 40, , , , 1
2019/7/14, 15, 46, , , , 1
2019/7/15, 19, 59, , , , 1
2019/7/16, 21, 58, , , , 1
2019/7/18, 12, 60, , , , 1
2019/7/19, 18, 66, , , , 1
2019/7/20, 18, 59, , , , 1
2019/7/21, 19, 62, , , , 1
2019/7/22, 19, 47, , , , 1
2019/7/23, 17, 52, , , , 1
2019/7/24, 13, 35, , , , 1
2019/7/25, 11, 42, , , , 1
2019/7/26, 15, 37, , , , 1
2019/7/27, 11, 39, , , , 1
2019/7/28, 14, 44, , , , 
2019/7/29, 18, 48, , , , 1
2019/7/30, 17, 63, , , , 1
2019/7/31, 21, 83, , , , 1
2019/8/1, 26, 62, , , , 1
2019/8/2, 18, 45, , , , 1
2019/8/3, 11, 44, , , , 1
2019/8/4, 10, 33, , , , 1
2019/8/5, 9, 48, , , , 1
2019/8/6, 10, 59, , , , 1
2019/8/7, 17, 58, , , , 1
2019/8/8, 18, 59, , , , 1
2019/8/9, 18, 65, , , , 1
2019/8/10, 19, 57, , , , 1
2019/8/11, 19, 35, , , , 
2019/8/12, 10, 60, , , , 1
2019/8/13, 20, 78, , , , 1
2019/8/14, 20, 56, , , , 1
2019/8/15, 16, 64, , , , 
2019/8/16, 17, 56, , , , 1
2019/8/17, 14, 67, , , , 1
2019/8/18, 19, 60, , , , 
2019/8/19, 20, 49, , , , 
2019/8/20, 14, 61, , , , 
2019/8/21, 18, 39, , , , 
2019/8/22, 12, 33, , , , 
2019/8/23, 11, 54, , , , 
2019/8/24, 11, 45, , , , 
2019/8/25, 13, 38, , , , 
2019/8/26, 17, 49, , , , 
2019/8/27, 13, 64, , , , 
2019/8/28, 21, 67, , , , 
2019/8/29, 25, 56, , , , 
2019/8/30, 18, 55, , , , 
2019/8/31, 16, 69, , , , 
2019/9/1, 20, 38, , , , 
2019/9/2, 16, 42, , , , 
2019/9/3, 12, 47, , , , 
2019/9/4, 10, 15, , , , 
2019/9/5, 6, 21, , , , 
2019/9/6, 8, 53, , , , 
2019/9/7, 20, 33, , , , 
2019/9/8, 18, , , , , 
2019/9/12, 13, 37, , , , 
2019/9/13, 11, , , , , 
2019/9/16, 13, 29, , , , 
2019/9/17, 11, 55, , , , 
2019/9/18, 16, 75, , , , 
2019/9/19, 18, 80, , , , 
2019/9/20, 25, 53, , , , 
2019/9/21, 22, 41, , , , 
2019/9/22, 13, 34, , , , 
2019/9/23, 16, 41, , , , 
2019/9/24, 15, 45, , , , 
2019/9/25, 15, 64, , , , 
2019/9/26, 21, 58, , , , 
2019/9/27, 20, 53, , , , 
2019/9/28, 19, 40, , , , 
2019/9/29, 13, 25, , , , 
2019/9/30, 7, 22, , , , 
2019/10/1, 7, 23, , , , 
2019/4/2, , , , , , 
2019/4/3, , , , , , 
2019/4/4, , , , , , 
2019/4/5, , , , , , 
2019/4/6, , , , , , 
2019/4/7, , , , , , 
2019/4/8, , , , , , 
2019/4/9, , , , , , 
2019/4/10, , , , , , 
2019/4/11, , , , , , 
2019/4/12, , , , , , 
2019/4/13, , , , , , 
2019/4/14, , , , , , 
2019/4/15, , , , , , 
2019/4/16, , , , , , 
2019/4/17, , , , , , 
2019/4/18, , , , , , 
2019/4/19, , , , , , 
2019/4/20, , , , , , 
2019/4/21, , , , , , 
2019/4/22, , , , , , 
2019/4/23, , , , , , 
2019/4/24, , , , , , 
2019/4/25, , , , , , 
2019/4/26, , , , , , 
