date, pm25, pm10, o3, no2, so2, co
2018/7/28, , 90, , , , 2
2018/7/29, , 96, , , , 2
2018/8/3, , 45, , , , 1
2018/8/4, , 52, , , , 1
2018/8/5, , 49, , , , 1
2018/8/6, , 30, , , , 1
2018/8/7, , 40, , , , 
2018/8/8, , 39, , , , 
2018/8/9, , 44, , , , 
2018/8/10, , 47, , , , 
2018/8/11, , 55, , , , 
2018/8/12, , 43, , , , 
2018/8/13, , 44, , , , 
2018/8/14, , 63, , , , 
2018/8/15, , 58, , , , 
2018/8/16, , 50, , , , 
2018/8/17, , 52, , , , 
2018/8/18, , 58, , , , 
2018/8/19, , 53, , , , 
2018/8/20, , 38, , , , 
2018/8/21, , 45, , , , 
2018/8/22, , 42, , , , 
2018/8/23, , 33, , , , 
2018/8/24, , 49, , , , 1
2018/8/25, , 25, , , , 
2018/9/20, , 38, , , , 1
2018/4/2, , 58, , , , 3
2018/4/3, , 58, , , , 3
2018/4/4, , 76, , , , 3
2018/4/5, , 62, , , , 3
2018/4/6, , 74, , , , 3
2018/4/7, , 89, , , , 3
2018/4/8, , 94, , , , 3
2018/4/9, , 36, , , , 3
2018/4/10, , 67, , , , 3
2018/4/11, , 18, , , , 3
2018/4/12, , 41, , , , 3
2018/4/13, , 77, , , , 3
2018/4/14, , 82, , , , 3
2018/4/15, , 123, , , , 3
2018/4/16, , 52, , , , 3
2018/4/17, , 66, , , , 3
2018/4/18, , 70, , , , 3
2018/4/19, , 71, , , , 3
2018/4/20, , 40, , , , 3
2018/4/21, , 48, , , , 3
2018/4/22, , 69, , , , 3
2018/4/23, , 63, , , , 3
2018/4/24, , 35, , , , 3
2018/4/25, , 37, , , , 3
2018/4/26, , 39, , , , 3
2018/4/27, , 46, , , , 3
2018/4/28, , 35, , , , 3
2018/4/29, , 29, , , , 3
2018/4/30, , 28, , , , 3
2018/5/1, , 31, , , , 3
2018/5/2, , 50, , , , 3
2018/5/3, , 82, , , , 3
2018/5/4, , 80, , , , 3
2018/5/5, , 62, , , , 3
2018/5/6, , 38, , , , 3
2018/5/7, , 53, , , , 3
2018/5/8, , 50, , , , 3
2018/5/9, , 61, , , , 3
2018/5/10, , 50, , , , 3
2018/5/11, , 59, , , , 3
2018/5/12, , 51, , , , 3
2018/5/13, , 64, , , , 3
2018/5/14, , 56, , , , 3
2018/5/15, , 42, , , , 3
2018/5/16, , 38, , , , 3
2018/5/17, , 47, , , , 3
2018/5/18, , 56, , , , 3
2018/5/19, , 109, , , , 3
2018/5/20, , 56, , , , 3
2018/5/21, , 54, , , , 3
2018/5/22, , 36, , , , 3
2018/5/23, , 25, , , , 2
2018/5/24, , 30, , , , 2
2018/5/26, , 43, , , , 2
2018/5/27, , 53, , , , 2
2018/5/28, , 41, , , , 2
2018/5/29, , 40, , , , 2
2018/5/30, , 49, , , , 2
2018/5/31, , 57, , , , 2
2018/6/1, , 60, , , , 2
2018/6/2, , 67, , , , 2
2018/6/3, , 60, , , , 2
2018/6/4, , 46, , , , 2
2018/6/5, , 50, , , , 2
2018/6/6, , 53, , , , 2
2018/6/7, , 62, , , , 2
2018/6/8, , 70, , , , 2
2018/6/9, , 65, , , , 2
2018/6/10, , 63, , , , 2
2018/6/11, , 51, , , , 2
2018/6/12, , 70, , , , 2
2018/6/13, , 77, , , , 2
2018/6/14, , 46, , , , 2
2018/6/15, , 33, , , , 2
2018/6/16, , 24, , , , 2
2018/6/17, , 32, , , , 3
2018/6/18, , 32, , , , 3
2018/6/19, , 28, , , , 3
2018/6/20, , 31, , , , 3
2018/6/21, , 41, , , , 3
2018/6/22, , 15, , , , 3
2018/6/23, , 31, , , , 3
2018/6/27, , 29, , , , 3
2018/6/28, , 28, , , , 3
2018/6/29, , 46, , , , 3
2018/6/30, , 59, , , , 3
2018/1/5, , 60, , , , 2
2018/1/6, , 70, , , , 2
2018/1/7, , 128, , , , 2
2018/1/8, , 103, , , , 2
2018/1/9, , 74, , , , 2
2018/1/10, , 103, , , , 2
2018/1/11, , 127, , , , 2
2018/1/12, , 152, , , , 2
2018/1/13, , 60, , , , 2
2018/1/14, , 54, , , , 2
2018/1/15, , 55, , , , 2
2018/1/16, , 67, , , , 2
2018/1/17, , 39, , , , 2
2018/1/18, , 31, , , , 2
2018/1/19, , 53, , , , 2
2018/1/20, , 82, , , , 3
2018/1/21, , 112, , , , 2
2018/1/22, , 89, , , , 3
2018/1/23, , 96, , , , 2
2018/1/24, , 69, , , , 2
2018/1/25, , 57, , , , 2
2018/1/26, , 36, , , , 2
2018/1/27, , 127, , , , 2
2018/1/28, , 66, , , , 2
2018/1/29, , 33, , , , 2
2018/1/30, , 46, , , , 2
2018/1/31, , 52, , , , 2
2018/2/1, , 64, , , , 3
2018/2/2, , 160, , , , 2
2018/2/3, , 50, , , , 2
2018/2/4, , 87, , , , 4
2018/2/5, , 148, , , , 3
2018/2/6, , 83, , , , 3
2018/2/7, , 102, , , , 3
2018/2/8, , 101, , , , 2
2018/2/9, , 51, , , , 2
2018/2/10, , 86, , , , 3
2018/2/11, , 120, , , , 3
2018/2/12, , 97, , , , 2
